pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 1 1 14348.536150 0.070
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 16 1 48195.200080 0.332
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 4 1 49380.015026 0.081
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 1 1 30368.613635 0.033
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 16 1 96176.818635 0.166
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 4 1 102623.849023 0.039
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 1 2 14506.584004 0.069
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 16 2 47943.817198 0.334
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 4 2 49603.067616 0.081
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 1 2 30620.510887 0.033
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 16 2 96060.637548 0.167
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 4 2 103395.533925 0.039
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 1 3 14427.395578 0.069
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 16 3 47973.296692 0.334
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 simple 4 3 49388.849806 0.081
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 1 3 29701.279852 0.034
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 16 3 96393.311688 0.166
pgbench i5 pgbench-yes-no-yes-1-32768-1-1723757689 32768 yes no yes 1 5 1 prepared 4 3 101095.166462 0.040
