count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 16 1 25236.989070 0.634
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 1 1 8429.690996 0.119
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 4 1 28119.480477 0.142
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 16 1 35392.271126 0.452
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 1 1 10501.831872 0.095
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 4 1 37239.614338 0.107
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 16 2 25245.428306 0.634
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 1 2 9199.153900 0.109
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 4 2 28169.846862 0.142
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 16 2 35436.656442 0.452
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 1 2 10348.811157 0.097
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 4 2 37193.360490 0.108
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 16 3 25126.153790 0.637
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 1 3 8220.227605 0.122
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 simple 4 3 27874.816163 0.143
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 16 3 35352.131614 0.453
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 1 3 10072.153712 0.099
count rpi5-64 count-yes-no-no-1-1000-1-1723606638 1000 yes no no 1 1 prepared 4 3 37145.481140 0.108
