count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 16 1 217.492429 73.566
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 1 1 116.462453 8.586
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 4 1 226.541742 17.657
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 16 1 361.136774 44.305
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 1 1 224.693933 4.450
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 4 1 384.084659 10.414
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 16 2 218.576359 73.201
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 1 2 115.551237 8.654
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 4 2 225.816312 17.714
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 16 2 360.735322 44.354
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 1 2 212.434521 4.707
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 4 2 386.862517 10.340
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 16 3 219.072511 73.035
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 1 3 115.959588 8.624
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 simple 4 3 225.598587 17.731
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 16 3 361.260139 44.289
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 1 3 212.060077 4.716
count rpi5-32 count-no-yes-yes-512-32768-1000-1723703606 32768 no yes yes 512 1000 prepared 4 3 386.039144 10.362
