count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 16 1 14907.412639 1.073
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 1 1 6509.775115 0.154
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 4 1 21587.361052 0.185
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 16 1 24060.853794 0.665
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 1 1 8366.884222 0.120
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 4 1 30056.140003 0.133
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 16 2 14581.510440 1.097
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 1 2 6231.837685 0.160
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 4 2 21627.714370 0.185
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 16 2 23520.388329 0.680
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 1 2 8678.936078 0.115
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 4 2 29805.636944 0.134
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 16 3 14894.436289 1.074
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 1 3 6473.828126 0.154
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 simple 4 3 21297.303635 0.188
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 16 3 24148.632374 0.663
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 1 3 8170.554397 0.122
count rpi5-64 count-yes-yes-yes-0-1000-10-1723598811 1000 yes yes yes 0 10 prepared 4 3 29890.340979 0.134
