pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 16 1 32852.789275 0.487
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 1 1 14039.202664 0.071
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 4 1 40825.444221 0.098
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 16 1 34745.327660 0.460
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 1 1 19279.357547 0.052
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 4 1 43098.732020 0.093
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 16 2 33080.224080 0.484
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 1 2 13714.249596 0.073
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 4 2 40693.349077 0.098
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 16 2 34393.208314 0.465
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 1 2 14878.616130 0.067
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 4 2 43160.668120 0.093
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 16 3 33078.506749 0.484
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 1 3 13038.666452 0.077
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 simple 4 3 40860.978683 0.098
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 16 3 34231.769490 0.467
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 1 3 18630.171295 0.054
pgbench rpi5-64 pgbench-no-no-yes-0-32768-10-1723772789 32768 no no yes 0 5 10 prepared 4 3 44109.882702 0.091
